Date,SOILT_O1_2cm,SOILT_O2_2cm,SOILT_S1_2cm,SOILT_S2_2cm,SOILT_2cm_gf,SOILT_O1_12cm,SOILT_O2_12cm,SOILT_S1_12cm,SOILT_S2_12cm,SOILT_12cm_gf,SOILT_O1_22cm,SOILT_O2_22cm,SOILT_S1_22cm,SOILT_S2_22cm,SOILT_22cm_gf,SOILT_O1_37cm,SOILT_O2_37cm,SOILT_S1_37cm,SOILT_S2_37cm,SOILT_37cm_gf,SOILT_O1_52cm,SOILT_O2_52cm,SOILT_S1_52cm,SOILT_S2_52cm,SOILT_52cm_gf,SWC_O1_2cm,SWC_O2_2cm,SWC_S1_2cm,SWC_S2_2cm,SWC_2cm_gf,SWC_O1_12cm,SWC_O2_12cm,SWC_S1_12cm,SWC_S2_12cm,SWC_12cm_gf,SWC_O1_22cm,SWC_O2_22cm,SWC_S1_22cm,SWC_S2_22cm,SWC_22cm_gf,SWC_O1_37cm,SWC_O2_37cm,SWC_S1_37cm,SWC_S2_37cm,SWC_37cm_gf,SWC_O1_52cm,SWC_O2_52cm,SWC_S1_52cm,SWC_S2_52cm,SWC_52cm_gf
03/26/2015,15.3094540833333,15.3747627916667,13.5173310416667,15.0282071875,14.8074387760417,15.61765375,15.3626822916667,14.6739539583333,13.9358416666667,14.8975329166667,15.4118045833333,15.2542072916667,14.464638125,14.882420625,15.00326765625,15.0778195833333,14.9688460416667,14.8368033333333,14.483665625,14.8417836458333,14.4840627083333,14.147978125,14.3131627083333,13.8178947916667,14.1907745833333,0.111497346735208,0.121742793782422,0.0404185189006305,0.11654054031587,0.0975497999335327,0.133071070876306,0.117190333646113,0.120361359078785,0.100842777887804,0.117866385372252,0.127808589002996,0.118535095413022,0.108701923525229,0.0922518086333906,0.111824354143659,0.11637017902049,0.093096773557829,0.0877674357772508,0.121175606896289,0.104602498812965,0.0925947227020458,0.108618954118094,0.092003560549697,0.0953512787060792,0.097142129018979
03/27/2015,16.4198135,16.496004875,14.0650573541667,17.0181761041667,15.9997629583333,15.911394375,15.783990125,15.1324670833333,14.3348648541667,15.290679109375,15.3685554166667,15.2388147916667,14.356925,14.669546875,14.9084605208333,14.9709470833333,14.8260691666667,14.626433125,14.32986125,14.68832765625,14.5235129166667,14.14752375,14.2900677083333,13.84665125,14.20193890625,0.109493094825735,0.120473552690927,0.0392331886627653,0.113731852066673,0.0952071899378987,0.131852161004533,0.115380672578407,0.119647120413333,0.0999127527732744,0.117178024874743,0.126374030280562,0.117631171568749,0.10804158136456,0.0920297134155152,0.111539763849045,0.115503701717392,0.0928937191181185,0.0876690044701514,0.121148364500457,0.103833452919207,0.0923636853726792,0.108676655275551,0.0920204029549505,0.0952585581640103,0.0966758960482528
03/28/2015,18.4763288541667,18.5276246875,16.0254979166667,19.4767744791667,18.126556484375,17.41497,17.427151875,17.0154245833333,16.2123522916667,17.0174746875,16.3489925,16.354281875,15.7514227083333,15.7056664583333,16.0400908854167,15.4917704166667,15.4736554166667,15.2557533333333,14.8818477083333,15.27575671875,14.7623139583333,14.457165,14.5748552083333,14.1243347916667,14.4796672395833,0.106962859810875,0.119679365951774,0.0372040635815557,0.110727269112535,0.0935261205930753,0.130817145867446,0.112807263392306,0.119115364248304,0.0990373790811915,0.115555226757442,0.124976063270979,0.117067921097518,0.107616476683316,0.0917469334481291,0.110481596401865,0.114826201102139,0.09303770276021,0.0876571366986604,0.122038035579396,0.104267825618043,0.0922007846526373,0.108758000287912,0.0921186661588288,0.0953360294640032,0.0970004076020843
03/29/2015,19.7848879166667,19.7644502083333,17.3103364583333,21.2520439375,19.5279296302083,18.4248722916667,18.4035760416667,18.2873302083333,17.496533125,18.1530779166667,17.2456575,17.25454625,16.8779977083333,16.6974916666667,17.01892328125,16.221655,16.2587710416667,16.1194179166667,15.6631970833333,16.0657602604167,15.2608789583333,15.0150239583333,15.1699041666667,14.676801875,15.0306522395833,0.1040075479768,0.118870399218256,0.0353103050189411,0.107640394938224,0.0907710846624132,0.129647182545551,0.1091218977739,0.118024680030133,0.0985695238511685,0.114385837557315,0.123498238830149,0.116370574109698,0.107261083683568,0.0917014707777858,0.110229721390074,0.114185491910867,0.0931493949478993,0.0877081856448698,0.122018849309863,0.104220235300654,0.0920482271113223,0.108949095441536,0.0922625443479415,0.0955242038231363,0.0968761590959966
03/30/2015,20.0691054166667,20.165594375,18.30951875,21.1863197916667,19.9326345833333,19.3458447916667,19.28359875,19.3162052083333,18.54834625,19.12349875,18.2042425,18.213258125,18.0096616666667,17.7760391666667,18.0508003645833,17.0202620833333,17.113208125,17.0054558333333,16.5378914583333,16.919204375,15.848913125,15.6366822916667,15.824364375,15.27908875,15.6472621354167,0.101123603077294,0.118562950969253,0.034029868844786,0.105300507644054,0.0897783415375112,0.128458795752299,0.105081377947617,0.11666615814502,0.0982468368328864,0.112729807466082,0.122049388186105,0.115660512895153,0.10684527000554,0.0916390691530024,0.109668161569253,0.113493742130291,0.0932505909967741,0.0877631933717478,0.121771410357616,0.103893400452592,0.091935196641243,0.109164236117808,0.0924621029046516,0.095720865211103,0.0969960544673255
03/31/2015,19.7020058333333,19.7597602083333,17.8019725,20.5324775,19.4490540104167,18.9728710416667,18.8573760416667,18.8549752083333,18.0214964583333,18.6766796875,18.0866335416667,18.009961875,17.7768372916667,17.7344116666667,17.90196109375,17.2341716666667,17.231608125,17.251445,16.8236714583333,17.1352240625,16.2608110416667,16.0029925,16.2469645833333,15.709894375,16.055165625,0.0985368835239682,0.117408826939672,0.0338904412064063,0.104152046982239,0.0884970496630716,0.127055784637286,0.101943545578618,0.115217916855887,0.0979094424946949,0.110531672391622,0.120788336291389,0.114683809058902,0.106183957305417,0.0916345486098851,0.108322662816398,0.112638529059338,0.0930493400671069,0.0877869896931039,0.12061381202722,0.103522167711692,0.0916541721584816,0.109400522099829,0.0925886120676868,0.0957934143376688,0.0973591801659165
04/01/2015,19.3650970833333,19.41604375,17.7655447916667,20.8544008333333,19.3502716145833,18.9108033333333,18.6990845833333,18.8053077083333,18.2663579166667,18.6703883854167,18.1898285416667,18.0696710416667,17.8457889583333,17.862591875,17.9919701041667,17.4419014583333,17.4083229166667,17.4314408333333,17.0008422916667,17.320626875,16.5212127083333,16.233721875,16.507705625,15.9591222916667,16.305440625,0.0960648214040566,0.11669505897053,0.033351661081373,0.10273461675413,0.0867501164040359,0.125826152908997,0.0988838369574935,0.113658932063315,0.0974846519452949,0.109293950024753,0.119627868063275,0.113803943081302,0.105555538907868,0.0914873834903177,0.10805852934625,0.111755525607557,0.0928792483613182,0.0877321612133973,0.119915822192802,0.102598499521701,0.0913175191592687,0.109508707970484,0.0926613433899312,0.095765893925788,0.096869962161109
04/02/2015,18.9220025,18.7685504166667,17.667485,19.7447426041667,18.7756951302083,18.5766789583333,18.2067352083333,18.3558579166667,17.9594985416667,18.27469265625,17.9584802083333,17.7407564583333,17.6651604166667,17.7399558333333,17.7760882291667,17.3733385416667,17.2967502083333,17.3537627083333,17.0573847916667,17.2703090625,16.63834375,16.3233952083333,16.6035695833333,16.1153372916667,16.4201614583333,0.093894899718496,0.115846439954788,0.0329683790949128,0.102375636306379,0.0859222590291358,0.124503641001653,0.0962887549089693,0.112229767774356,0.0968735981327681,0.107698192281369,0.118405090619097,0.11285024539013,0.104761561311406,0.0913943540026966,0.107166801076964,0.110866797252743,0.0925244547033382,0.087591244962665,0.118899015847964,0.10212450353038,0.0909309336110599,0.109635562740193,0.0927072441458665,0.0956562999917022,0.096891439126617
04/03/2015,18.0551067083333,17.8202979791667,16.2187702083333,16.9379472083333,17.2580305260417,17.969138125,17.5444691666667,17.1856083333333,16.2893077083333,17.2471308333333,17.638693125,17.3105322916667,16.94081375,17.11627625,17.2515788541667,17.2399860416667,17.04387125,17.1386664583333,16.8068747916667,17.0573496354167,16.6514416666667,16.2690989583333,16.576693125,16.0635929166667,16.3902066666667,0.0918983407300669,0.115049728215987,0.0328104729148236,0.103207836437154,0.0857415945745078,0.123319958503457,0.0938512522794277,0.111032213423439,0.0967750084187078,0.106244608156258,0.117212943234906,0.111866259451231,0.104111869921818,0.091328169180798,0.106129810447188,0.109988189509715,0.0922405227952207,0.0874697270380366,0.117466982839565,0.101791355545634,0.0904778198941546,0.109640776197753,0.092742460372493,0.0955320361928268,0.0970982731643069
04/04/2015,18.0540129791667,17.7291712083333,16.5036327083333,17.7191644166667,17.501495328125,17.7566833333333,17.31596875,17.0536279166667,16.5574854166667,17.1709413541667,17.48979125,17.1173597916667,16.7547354166667,16.7694879166667,17.03284359375,17.1099108333333,16.85286125,16.8972664583333,16.506234375,16.8415682291667,16.613685625,16.1658910416667,16.490805,15.9384166666667,16.3021995833333,0.0902161734874364,0.114008754744253,0.0327595304872604,0.101837925468589,0.0843263562969458,0.122345008217735,0.0919892655282717,0.109611402766268,0.095918963504743,0.10516544517069,0.116103664834845,0.111129805263898,0.103542051414295,0.0911238170166243,0.105770652150431,0.109252180434365,0.091998275453417,0.0872911346945022,0.117014238166859,0.101061635865101,0.090085211444852,0.109588574821226,0.0927166015899295,0.0953632682110702,0.0965919358027081
04/05/2015,20.6913633333333,20.473555,18.32637875,20.6785658333333,20.0424657291667,19.2220329166667,19.079993125,18.8816383333333,18.3758464583333,18.8898777083333,18.1660595833333,17.9675516666667,17.7877772916667,17.4428785416667,17.8410667708333,17.2941729166667,17.1354447916667,17.1176041666667,16.7487733333333,17.0739988020833,16.6559720833333,16.2405433333333,16.5662427083333,16.0059375,16.36717390625,0.0883830182948608,0.112436110265065,0.0321518869071564,0.100614889522571,0.0833708328520641,0.121591452870092,0.0908710349867215,0.108593639204662,0.0949226928318494,0.104424047188112,0.114989199615272,0.110758467208369,0.103021795307335,0.0907623992564871,0.10519627471417,0.108543617423687,0.0918895027006933,0.0871068039127506,0.117508708806138,0.10130316025154,0.0897381516002767,0.109504041814607,0.0926875357111087,0.0952323321535873,0.0966761603914934
04/06/2015,20.3369995833333,20.1217614583333,18.3617252083333,20.260911875,19.77034953125,19.5250389583333,19.2554152083333,19.0908354166667,18.4940535416667,19.09133578125,18.628780625,18.4354095833333,18.1982510416667,17.9898497916667,18.3130727604167,17.7673710416667,17.6653097916667,17.647743125,17.2389364583333,17.5798401041667,16.954074375,16.6015608333333,16.8997485416667,16.3228933333333,16.6945692708333,0.0863689828131178,0.112055349064141,0.0310785451083311,0.0999471909668649,0.0822327589021666,0.120659018191118,0.0882975259962988,0.107340769350687,0.0948958965539836,0.102856353360727,0.113956684474214,0.110226198197913,0.102491870342561,0.0906661443078274,0.10442971891032,0.107967991059694,0.0918111382585,0.0870150882848643,0.116723452636193,0.100769471211011,0.0893821163981418,0.109557147396877,0.0927133738244067,0.0951984097423481,0.0965953822384506
04/07/2015,19.3672722916667,18.9892539583333,17.8102972916667,19.2245254375,18.8478372447917,18.985960625,18.504341875,18.4603675,17.9230591666667,18.4684322916667,18.4971360416667,18.1575352083333,17.979010625,17.8635260416667,18.1243019791667,17.896058125,17.7066939583333,17.7833429166667,17.3393072916667,17.6813505729167,17.1732397916667,16.78543375,17.1135564583333,16.5211435416667,16.8983433854167,0.084442100652025,0.111402366675199,0.0305794721038112,0.0992813664309406,0.0808962868480841,0.119636657818793,0.0859175695861427,0.105849752180404,0.0947719858775721,0.101745971187833,0.112940236383214,0.109446762570213,0.101985597123624,0.0906277309168737,0.104110385443412,0.107307294811945,0.0915525225034647,0.0868861595755391,0.115509982973701,0.0998901311162256,0.088973989377138,0.109614528201094,0.092720990671752,0.0951141192867945,0.0961288368234008
04/08/2015,20.779338125,20.576241875,19.0477722916667,20.7794760416667,20.2957070833333,19.78591875,19.5163127083333,19.4997195833333,19.023959375,19.4564776041667,18.8758022916667,18.62341125,18.601725,18.247248125,18.5870466666667,18.0364327083333,17.867613125,17.9459447916667,17.5157841666667,17.8414436979167,17.2834897916667,16.8848416666667,17.2377083333333,16.6591004166667,17.0162850520833,0.0825469393043567,0.110163157110986,0.029938178693403,0.0978133256327442,0.0801154001853725,0.118789131440935,0.0843206576321187,0.104624212798627,0.0937940197182732,0.100382005397488,0.111893218855854,0.108908933313443,0.101411702431872,0.0903193194388868,0.103133293510014,0.10667460349497,0.0913228032060688,0.0866556040093917,0.115310237123421,0.0999908119584626,0.0885787357461125,0.109503650623999,0.0926803017309774,0.094902528168423,0.0964163040673779
04/09/2015,18.2526470625,18.0926434375,16.688945,16.9682951875,17.500632671875,18.4574983333333,18.05611125,17.6198566666667,16.775268125,17.72718359375,18.3527652083333,17.9782595833333,17.56562875,17.68837125,17.8962561979167,17.9869941666667,17.7429733333333,17.87275875,17.43595,17.7596690625,17.4079022916667,16.97092625,17.3354408333333,16.7118452083333,17.1065286458333,0.0811765006244215,0.109928156787466,0.0302749414224413,0.0983941778100701,0.0798121418239362,0.117805526857332,0.0820661042955439,0.103320605442891,0.0943182559244605,0.099415264332754,0.111008642728125,0.108124482057057,0.10094676524948,0.0904435614626019,0.102713140447287,0.106130557421539,0.0910607798565928,0.0865582118380363,0.113160555347921,0.0991291554840674,0.0881825939037279,0.109504430616797,0.0926233471310012,0.0948597660413639,0.0961034326228617
04/10/2015,20.0539833333333,19.8344885416667,17.8781991666667,19.5729854166667,19.3349141145833,19.0190804166667,18.84277625,18.42423875,17.855464375,18.5353899479167,18.4189704166667,18.1558,17.7554014583333,17.5852308333333,17.9788506770833,17.8429985416667,17.6168629166667,17.6676970833333,17.202578125,17.5825341666667,17.33569375,16.8801577083333,17.2358947916667,16.64004375,17.0229475,0.0796123713752453,0.108310871653078,0.0297812643298854,0.0968243958755109,0.0785084155945177,0.117107973753937,0.0810882672251642,0.102119670198506,0.0931251307747238,0.0983951980070025,0.110050330563902,0.107580592840333,0.100347904851319,0.0900747645294311,0.102096741420852,0.105485735310219,0.0908127895711287,0.0863234829709143,0.11322637310668,0.0988633110016939,0.0877587647978008,0.109301870515709,0.0925028960123212,0.0946022602172253,0.0959192532200205
04/11/2015,20.7181925,20.4141691666667,18.3799060416667,20.4471687708333,19.9898591197917,19.5733697916667,19.3505322916667,19.1965327083333,18.5174079166667,19.1594606770833,18.84060875,18.557423125,18.23849875,18.0234608333333,18.4149978645833,18.0886295833333,17.8887975,17.9220285416667,17.4539935416667,17.8383622916667,17.4515910416667,17.0200872916667,17.37354,16.7499808333333,17.1487997916667,0.0780459105185627,0.107562376998615,0.0291976993022839,0.0956566657322036,0.0776156631379162,0.116412622472142,0.0795892047003387,0.100856065351593,0.0928118333007321,0.0974174314562013,0.109226935139984,0.107187741093729,0.0999757903691082,0.0898680739296255,0.101564635133112,0.105005002611349,0.0907216801932413,0.0861633073724233,0.112676598557143,0.0986416471835391,0.0874310980999327,0.109222045755132,0.0924360037650541,0.0945202628953635,0.0959023526288706
04/12/2015,19.0409885416667,18.836386875,18.2706352083333,18.3465458333333,18.6236391145833,19.19397375,18.72715,18.5534964583333,18.1951329166667,18.66743828125,18.9636202083333,18.5990058333333,18.4442410416667,18.2110633333333,18.5544826041667,18.4061060416667,18.1908758333333,18.2340125,17.7460929166667,18.1442718229167,17.675751875,17.2678070833333,17.5947204166667,16.9682358333333,17.3766288020833,0.0768953440321365,0.107359826538075,0.0291246939753291,0.0964156285146383,0.0769089213461927,0.115610573265041,0.0777426588892131,0.0996374536511458,0.0927993164781153,0.0965538452189193,0.108503342945069,0.106664088806223,0.0997091598512824,0.0898221117449909,0.101488308330538,0.104440313350901,0.0905610565515659,0.0860504391479971,0.111837906420523,0.0978441712286415,0.0870924200160203,0.109141050588033,0.092352433035999,0.0944624505297709,0.0952605941020024
04/13/2015,17.9878072916667,17.89276125,17.309980625,16.7205985416667,17.4777869270833,18.2980422916667,17.9304577083333,17.536528125,17.3910558333333,17.7890209895833,18.2614464583333,17.93337875,17.7839629166667,17.7175152083333,17.9240758333333,18.0553675,17.7576858333333,17.91295125,17.536600625,17.8156513020833,17.6324704166667,17.1575614583333,17.561829375,16.9534383333333,17.3263248958333,0.0764814584434352,0.106703394540625,0.0302218209664699,0.0970406714328788,0.07747209190587,0.114792056174914,0.0773652807078446,0.0985768616823368,0.0925106586426023,0.0958381457266251,0.107762198516075,0.105980582192354,0.0991888990995465,0.0898135970420022,0.100761113072279,0.103980727267218,0.0901945676692378,0.0859852376612932,0.110441392430007,0.0975602954973368,0.0867161130033062,0.108919036806403,0.0923008791987329,0.094333166247184,0.0954399520793301
04/14/2015,19.0068368958333,18.6056570833333,17.2516629166667,18.284225375,18.2870955677083,18.0874783333333,17.7408535416667,17.6081070833333,17.3551139583333,17.6978882291667,17.7008635416667,17.3746054166667,17.1587708333333,17.1434710416667,17.3444277083333,17.559305625,17.2214854166667,17.3467710416667,17.0824389583333,17.3025002604167,17.3797135416667,16.8602525,17.2800375,16.703159375,17.0557907291667,0.0761135169609483,0.105266410315405,0.030189945376232,0.0959064294041743,0.0768690755141899,0.114138695601723,0.0777758872979637,0.0975576079965628,0.0917249474244206,0.0952992845801676,0.107098355610025,0.105465326441563,0.0985657257093514,0.0896573103895707,0.100196679537627,0.103491072041058,0.0899285882413949,0.0858238668027939,0.109547271469822,0.0971976996387671,0.0862904215561695,0.108836818563503,0.0921462310961546,0.0941321432464472,0.0953514036155686
04/15/2015,19.0209795833333,18.804776875,18.197339375,19.106973125,18.7825172395833,18.82316625,18.417404375,18.6321058333333,18.3598427083333,18.5581297916667,18.3832975,18.07206,18.01666625,17.7588360416667,18.0577149479167,17.8800139583333,17.627873125,17.6573589583333,17.3308620833333,17.62402703125,17.3895691666667,16.9380064583333,17.2952377083333,16.706434375,17.0823119270833,0.0753358912716833,0.105136296144556,0.0295346644318969,0.0955920356561983,0.0762552647146064,0.113665398481828,0.0768466420456572,0.0967927440748657,0.0914674384864562,0.094720132991451,0.106575000504112,0.105268012898199,0.0982710781942404,0.0893606011453362,0.0999409268825277,0.10315139278443,0.0899306339477811,0.0855947219432732,0.109399030292863,0.0969327199379813,0.0860234406153233,0.10869030889296,0.0920204182267342,0.0940104205474047,0.09505810163773
04/16/2015,16.3886966875,16.12984725,15.8770866666667,14.9145606041667,15.8275478020833,17.3640722916667,16.7699885416667,16.60444375,16.079043125,16.7043869270833,17.600515,17.1313483333333,16.8740083333333,17.0802941666667,17.1715414583333,17.610850625,17.2357097916667,17.4244622916667,17.1117739583333,17.3456991666667,17.3771595833333,16.8407864583333,17.2367677083333,16.634174375,17.02222203125,0.0748896599296774,0.105066647639229,0.0297391626569131,0.096520485215377,0.0765539888602992,0.112813079574301,0.075636439473504,0.0958153619213082,0.0919332962876179,0.0940495443141828,0.106038766053527,0.104603249656798,0.0978217661688562,0.0895075127597253,0.0994928236597265,0.102738641545305,0.089663009157952,0.0854862931479419,0.107425573093414,0.0963283792361531,0.0856789194588101,0.108698136462691,0.091938853879758,0.0940004628764709,0.0950790931694324
04/17/2015,14.693939875,14.3454435,13.960095125,13.9848574375,14.246083984375,15.680843125,14.930261,14.8510384166667,14.5968117708333,15.014738578125,16.3316125,15.7248566666667,15.2036983333333,15.739913125,15.75002015625,16.8699554166667,16.3102827083333,16.5040827083333,16.2475416666667,16.482965625,17.033591875,16.3581895833333,16.7685064583333,16.1815425,16.5854576041667,0.0743012816459898,0.104231533260016,0.0301488531850376,0.0955468986971148,0.0760571416970395,0.11183373424895,0.0749259032776353,0.0945839717177083,0.0913354070007952,0.0931697540612721,0.105501348678419,0.103899358238478,0.0972698153635736,0.0894631899465488,0.0990334280567547,0.102305837621919,0.0893112664487685,0.0853196948117734,0.105822220864408,0.0956897549367174,0.0853163670502501,0.108534925602273,0.0917885329943672,0.093783014778546,0.0948557101063591
04/18/2015,16.1011321458333,15.844835375,14.4160660416667,14.5675591666667,15.2323981822917,16.0657422916667,15.6277972916667,15.0976197916667,14.6541329166667,15.3613230729167,16.1674172916667,15.6976733333333,15.0429227083333,15.4170558333333,15.5812672916667,16.41122,15.9256470833333,15.9617483333333,15.7834820833333,16.020524375,16.61974375,15.9485816666667,16.27110125,15.7371922916667,16.1441547395833,0.0736516390492402,0.103156172992425,0.0304717372526491,0.0959833542924774,0.0758157258966979,0.111540598550724,0.0748236767289446,0.094220047166712,0.0908612236235375,0.0928613865174795,0.105002172170562,0.103587767282579,0.0970152228969102,0.0892255248256435,0.0987076717939236,0.101984769047547,0.0890806672126343,0.0851225077387228,0.10576534864952,0.0954883231621058,0.0850075138748463,0.108245537873758,0.0916237824998025,0.0935843380313757,0.0946152930699456
04/19/2015,18.0608049166667,17.8327130416667,15.785851875,17.1836327291667,17.215750640625,17.1765895833333,16.957418125,16.6439458333333,16.0650495833333,16.71075078125,16.7129604166667,16.4147658333333,15.8361264583333,15.8946447916667,16.214624375,16.4956033333333,16.1507720833333,16.10625125,15.85412,16.1516866666667,16.4716227083333,15.8803879166667,16.1587060416667,15.635190625,16.0364768229167,0.0728603410953961,0.102287976492485,0.0299924802854113,0.0949837358561138,0.0750311334323515,0.111395634151831,0.0745608295974277,0.0938488188561228,0.0903547952822232,0.0925400194719011,0.104671855505778,0.103579610840812,0.0968952225990427,0.0889459790004501,0.0985231669865208,0.101765967220452,0.0891080289292234,0.0849940268014702,0.106180870319635,0.0955122233176951,0.084800352367549,0.108106728076082,0.0915009190864706,0.0934586143200957,0.0944666534625494
04/20/2015,18.7557932916667,18.5046620208333,17.028009375,18.7824985625,18.2677408125,17.9611647916667,17.68139375,17.8512233333333,17.4607220833333,17.7386259895833,17.3791791666667,17.10251875,16.7762514583333,16.7140616666667,16.9930027604167,16.922870625,16.67656875,16.6378333333333,16.341326875,16.6446498958333,16.6165722916667,16.1205408333333,16.3741839583333,15.8497589583333,16.2402640104167,0.0720399753278864,0.101815054164552,0.0292632508001399,0.0940394776620958,0.0741433302923989,0.110948078725682,0.0737514702605426,0.0931052421772151,0.0901493757567594,0.0920039654448648,0.104345563020023,0.103559326616216,0.0967555696303277,0.088777274067187,0.098424968927586,0.101614092779429,0.0891533972294753,0.0849103495014317,0.106167190035671,0.0953866244731569,0.0847053280401412,0.108035225720261,0.091438152460197,0.0934835264964543,0.0942840215612543
04/21/2015,21.0116229166667,20.731314375,18.6890258333333,21.3292371041667,20.4403000572917,19.2332445833333,19.142770625,19.4577370833333,19.043924375,19.2194191666667,18.1522970833333,17.9497289583333,17.8531447916667,17.604313125,17.8898709895833,17.347039375,17.1874495833333,17.1955127083333,16.91053625,17.1601344791667,16.8486116666667,16.4194858333333,16.6767579166667,16.1846122916667,16.5323669270833,0.0708604836780553,0.100708664008661,0.0285224909091676,0.0928926104500829,0.0732460622614917,0.110568245715875,0.0732276946875654,0.0923431611064885,0.0897591682001187,0.0914745674275119,0.104037871128905,0.103543518674101,0.0966350901666836,0.0885770951835133,0.0981983937883008,0.101425362409162,0.0891735145909124,0.0848356455368129,0.106193243094289,0.095406941407794,0.0845855924699671,0.107990395561392,0.0914365478689244,0.0935114330852109,0.0943809922463737
04/22/2015,21.84283375,21.741901875,19.6547947916667,21.7082535416667,21.2369459895833,20.368121875,20.3493352083333,20.4065016666667,19.9426845833333,20.2666608333333,19.140833125,19.0087925,18.9124983333333,18.558335,18.9051147395833,18.048263125,17.9908314583333,17.9642264583333,17.6310870833333,17.90860203125,17.2518491666667,16.9135652083333,17.1585714583333,16.651420625,16.9938516145833,0.0696621676248715,0.100219775285362,0.0276594268774272,0.0931246331072043,0.0726665007237163,0.110089106658889,0.0719425952660068,0.091499733287305,0.0897951581546735,0.0908316483417185,0.103734186637135,0.103526381078056,0.0966044906623573,0.0884618259128938,0.0980817210726106,0.101299949525534,0.0892786017934398,0.0847940256056936,0.105829304308204,0.0953004703082176,0.0844869546280183,0.108015381244544,0.091464200831506,0.093566667948298,0.0943833011630915
04/23/2015,20.5502089583333,20.2104225,19.2912885416667,20.3295648958333,20.0953712239583,19.983300625,19.65662125,19.8706879166667,19.5421385416667,19.7631870833333,19.3102466666667,19.0473370833333,19.0136039583333,18.759108125,19.0325739583333,18.4993670833333,18.3880041666667,18.423825,18.0403379166667,18.3378835416667,17.6732558333333,17.33829875,17.6148139583333,17.0786175,17.4262465104167,0.0686907720855156,0.100067359666326,0.0271778176969848,0.0938059207233503,0.0721424676928,0.109359269349773,0.0704727680568297,0.0903372920650464,0.089815796730957,0.0899974750959002,0.103417736447354,0.103192012014532,0.0964281388275011,0.0885680845337872,0.0980318113074664,0.10110993165316,0.0892319143132943,0.0847727694758354,0.10464852691125,0.0948062273943976,0.0843613974612974,0.108018549422622,0.0914985499910252,0.0935722928656037,0.0940956080260224
04/24/2015,17.0383027083333,16.731175625,16.8140989583333,15.3411527083333,16.4811825,18.385035625,17.8126552083333,17.6727195833333,17.3682785416667,17.8096722395833,18.7593716666667,18.3109595833333,18.0909797916667,18.2787114583333,18.360005625,18.4871595833333,18.2333210416667,18.3646175,18.0108960416667,18.2739985416667,17.8557410416667,17.4864891666667,17.7755404166667,17.2526729166667,17.5926108854167,0.0690347338246824,0.10056345643048,0.0338700659433552,0.0965751440292768,0.0750108500569487,0.108488357020182,0.070058709050014,0.0894736410893674,0.0904342547422733,0.0896137404754591,0.103143995336322,0.102453122843829,0.0962282857369141,0.0887627311882798,0.097647033776336,0.100863968092371,0.0890332844512069,0.0847006801294817,0.1026450853395,0.0943107545031396,0.0842014633435685,0.107826264386082,0.0915181506403365,0.093557094421594,0.0942757431978953
04/25/2015,18.2632123125,17.7373416458333,16.4074385416667,18.0625295416667,17.6176305104167,17.4210589583333,17.02301125,17.2544591666667,17.03622625,17.18368890625,17.3239589583333,16.84501375,16.502950625,16.9338595833333,16.9014457291667,17.4933891666667,17.0204664583333,17.2568708333333,17.0472685416667,17.20449875,17.5241329166667,16.9434472916667,17.3142483333333,16.8565754166667,17.1596009895833,0.0709192652488474,0.098604682126757,0.0420142220906984,0.096319635821248,0.0769644513218877,0.107832934705144,0.0736820763478318,0.0891099857189403,0.089218526932406,0.0899608809260806,0.102709399382462,0.101951532501467,0.0955651573182775,0.088523051226169,0.097187285107094,0.100516820581909,0.0886194016738861,0.084543159440582,0.10164530599412,0.0938311719226243,0.0838786450493364,0.10776724784277,0.0913842878145998,0.0933045287773231,0.0940836773710074
04/26/2015,14.94184625,14.6254100625,15.368051875,13.7093344583333,14.6611606614583,16.9553325,16.2717108333333,16.1365783333333,15.8653845833333,16.3072515625,17.6244233333333,17.1434539583333,16.7680252083333,17.127098125,17.16575015625,17.669479375,17.3061410416667,17.357606875,17.10581875,17.3597615104167,17.383241875,16.8963320833333,17.15264875,16.7004345833333,17.0331643229167,0.0729224317151412,0.0999193332127548,0.0470520925358422,0.101470428085998,0.0801853174847237,0.107292246295074,0.0744857473870036,0.0892123703043588,0.0898036323172245,0.0901991586085209,0.102539171549575,0.101714543673635,0.095574299259418,0.0886495609228247,0.0971794673760721,0.100388917459793,0.0887060505387571,0.0844503293955001,0.101341795955259,0.0936693822467305,0.0837524974473627,0.107511058576157,0.0913292129417266,0.0932834093146031,0.0939047438952822
04/27/2015,13.7406010833333,13.413503,13.0583426458333,11.2855651041667,12.8745029583333,14.8208629166667,14.2998997916667,13.492255625,13.5205889583333,14.0334018229167,15.6913725,15.1858629166667,14.482211875,15.3221070833333,15.17038859375,16.5125414583333,15.9697414583333,16.1298675,16.0725335416667,16.1711709895833,16.9192360416667,16.3743179166667,16.5967133333333,16.3147658333333,16.55125828125,0.121474743068068,0.0994730183296328,0.11546659943808,0.203663190812995,0.134544621814969,0.106712443949782,0.181317151755642,0.113054837960786,0.0897337701720843,0.122965824889377,0.102257486766133,0.100802208693966,0.0951325832494966,0.0885146109497606,0.0967321636313612,0.100153625889739,0.0882811340769993,0.0843549845722334,0.10263660644559,0.0937956350441772,0.0836382737811141,0.107085851729632,0.0912877627861955,0.0929327966116722,0.0936061203312233
